,text,labels,all_span_aspect
4498,"Máy ko từ chuyển đổi wifi, nghe dt thì khó tắt khi muốn dừng cuộc gọi, chế độ chiếu lên tv thì kết nối yếu, xem 1 chút thì giật lag liên tục và tự tắtt màn hình","[[0, 106, 'FEATURES#NEGATIVE'], [123, 160, 'PERFORMANCE#NEGATIVE']]","[('Máy ko từ chuyển đổi wifi, nghe dt thì khó tắt khi muốn dừng cuộc gọi, chế độ chiếu lên tv thì kết nối yếu', 'FEATURES#NEGATIVE'), ('giật lag liên tục và tự tắtt màn hình', 'PERFORMANCE#NEGATIVE')]"
4499,Giá wá cao sản phẩm bình thường hơn con a51 tý mà giá trên mây sản phẩm sam quá chán nên xem lại giá này mua not9 cũ đc r,"[[0, 10, 'PRICE#NEGATIVE'], [11, 46, 'GENERAL#NEUTRAL'], [46, 62, 'PRICE#NEGATIVE'], [63, 84, 'GENERAL#NEGATIVE'], [85, 121, 'PRICE#NEGATIVE']]","[('Giá wá cao', 'PRICE#NEGATIVE'), ('sản phẩm bình thường hơn con a51 tý', 'GENERAL#NEUTRAL'), (' mà giá trên mây', 'PRICE#NEGATIVE'), ('sản phẩm sam quá chán', 'GENERAL#NEGATIVE'), ('nên xem lại giá này mua not9 cũ đc r', 'PRICE#NEGATIVE')]"
4500,"Tốt trong tầm giá dưới 6 triệu. Mình đang dùng, tuy nhiên rất nhiều quảng cáo, camera đẹp, nhưng mà vân tay thì hơi bất tiện cho bạn nào hay ra mồ hôi tay.","[[0, 30, 'GENERAL#POSITIVE'], [48, 77, 'PERFORMANCE#NEGATIVE'], [79, 89, 'CAMERA#POSITIVE'], [100, 154, 'FEATURES#NEGATIVE']]","[('Tốt trong tầm giá dưới 6 triệu', 'GENERAL#POSITIVE'), ('tuy nhiên rất nhiều quảng cáo', 'PERFORMANCE#NEGATIVE'), ('camera đẹp', 'CAMERA#POSITIVE'), ('vân tay thì hơi bất tiện cho bạn nào hay ra mồ hôi tay', 'FEATURES#NEGATIVE')]"
4501,Sản phẩm tốt và đẹp pin trâu đáp ứng nhu cầu của tôi màn hình đụng lỗ rất đẹp ạ 😍,"[[0, 12, 'GENERAL#POSITIVE'], [16, 19, 'DESIGN#POSITIVE'], [20, 52, 'BATTERY#POSITIVE'], [52, 79, 'SCREEN#POSITIVE']]","[('Sản phẩm tốt', 'GENERAL#POSITIVE'), ('đẹp', 'DESIGN#POSITIVE'), ('pin trâu đáp ứng nhu cầu của tôi', 'BATTERY#POSITIVE'), (' màn hình đụng lỗ rất đẹp ạ', 'SCREEN#POSITIVE')]"
4502,Tôi đã dùng và từ giờ k có ý định mua samsung dùng nữa..mua iphone đung ổn định lâu dài hơn nhiều và độ bền cao hơn hẳn,"[[15, 54, 'SER&ACC#NEGATIVE']]","[('từ giờ k có ý định mua samsung dùng nữa', 'SER&ACC#NEGATIVE')]"
4503,sài mau hết pin quá pin 5000 là mới ocê tại cấu hình cao😂 góp ý thui nhA mọi người,"[[0, 19, 'BATTERY#NEGATIVE'], [44, 56, 'PERFORMANCE#POSITIVE']]","[('sài mau hết pin quá', 'BATTERY#NEGATIVE'), ('cấu hình cao', 'PERFORMANCE#POSITIVE')]"
4504,Mất niềm tin. Mình mua máy mới về lỗi loa và lỗi load mạng theo dõi một tuần mang ra hãng và bị kết luận bị từ chối bảo hành do máy có can thiệp từ bên thứ 3. Liên lạc cả tháng trời rồi giờ k biết sao với số phận bạn ip 7 của mình đây. Mua mới chưa sửa ngoài k rớt nước. Giờ bảo can thiệp bên thứ 3. Why? Giá của niềm tin là đây ??????,"[[33, 58, 'FEATURES#NEGATIVE']]","[(' lỗi loa và lỗi load mạng', 'FEATURES#NEGATIVE')]"
4505,"Bản màu xanh lá cây siêu đẹp, sạc nhanh, pin trâu, camera chụp hình rất đẹp nhưng hơi bị ảo quá, vân tay không nhạy, màn hình 6.4 inch xem phim rất thích.","[[0, 28, 'DESIGN#POSITIVE'], [30, 49, 'BATTERY#POSITIVE'], [51, 95, 'CAMERA#NEUTRAL'], [97, 115, 'FEATURES#NEGATIVE'], [117, 153, 'SCREEN#POSITIVE']]","[('Bản màu xanh lá cây siêu đẹp', 'DESIGN#POSITIVE'), ('sạc nhanh, pin trâu', 'BATTERY#POSITIVE'), ('camera chụp hình rất đẹp nhưng hơi bị ảo quá', 'CAMERA#NEUTRAL'), ('vân tay không nhạy', 'FEATURES#NEGATIVE'), ('màn hình 6.4 inch xem phim rất thích', 'SCREEN#POSITIVE')]"
4506,"Chụp ảnh da bị vàng quá mức, không biết bị lỗi hay do camera, selfie bị loáng sáng, tệ quá","[[0, 90, 'CAMERA#NEGATIVE']]","[('Chụp ảnh da bị vàng quá mức, không biết bị lỗi hay do camera, selfie bị loáng sáng, tệ quá', 'CAMERA#NEGATIVE')]"
4507,"kiểu dáng đẹp, pin tốt chụp khá đẹp, giá phù hợp. với tầm tiền 7tr như vậy là chấp nhận được.","[[0, 13, 'DESIGN#POSITIVE'], [15, 22, 'BATTERY#POSITIVE'], [23, 35, 'CAMERA#POSITIVE'], [37, 48, 'PRICE#POSITIVE'], [67, 92, 'GENERAL#NEUTRAL']]","[('kiểu dáng đẹp', 'DESIGN#POSITIVE'), ('pin tốt', 'BATTERY#POSITIVE'), ('chụp khá đẹp', 'CAMERA#POSITIVE'), ('giá phù hợp', 'PRICE#POSITIVE'), ('như vậy là chấp nhận được', 'GENERAL#NEUTRAL')]"
4508,"Mình mua hàng ở tgdd eabar buôn đôn tpbmt, thái độ phục vụ của nv ở đây rất tốt đặc biệt là Tiến và Thành. Máy xài được 2h nên chưa biết thế nào hiện tại ( pin khoẻ, freefire không giật lag, máy bắt wifi khoẻ hơn xiaomi redmi not4x của tôi đang xài, mọi thứ khác thấy ổn, đa nhiệm tốt)","[[43, 105, 'SER&ACC#POSITIVE'], [156, 164, 'BATTERY#POSITIVE'], [167, 189, 'PERFORMANCE#POSITIVE'], [191, 208, 'FEATURES#POSITIVE'], [250, 270, 'GENERAL#POSITIVE'], [272, 284, 'PERFORMANCE#POSITIVE']]","[('thái độ phục vụ của nv ở đây rất tốt đặc biệt là Tiến và Thành', 'SER&ACC#POSITIVE'), ('pin khoẻ', 'BATTERY#POSITIVE'), ('reefire không giật lag', 'PERFORMANCE#POSITIVE'), ('máy bắt wifi khoẻ', 'FEATURES#POSITIVE'), ('mọi thứ khác thấy ổn', 'GENERAL#POSITIVE'), ('đa nhiệm tốt', 'PERFORMANCE#POSITIVE')]"
4509,Máy toàn không nhận dạng được vân tay đã được đổi máy mới mà máy mới cũng bị dính lỗi như vậy bỏ ra hơn chục triệu mà được cái máy quá chán.quá thất vọng về 7plus,"[[0, 93, 'FEATURES#NEGATIVE'], [93, 114, 'PRICE#NEGATIVE'], [123, 162, 'GENERAL#NEGATIVE']]","[('Máy toàn không nhận dạng được vân tay đã được đổi máy mới mà máy mới cũng bị dính lỗi như vậy', 'FEATURES#NEGATIVE'), (' bỏ ra hơn chục triệu', 'PRICE#NEGATIVE'), ('cái máy quá chán.quá thất vọng về 7plus', 'GENERAL#NEGATIVE')]"
4510,"mình mua dc gần nửa tháng, điểm cộng là pin trâu+đánh liên quân mượt ko lag, có sạc nhanh, pin xài gần 2 ngày mới hết, xem ytb hay lướt fb màu sắc k đẹp ko sắc nét, chụp hình cũng tạm nhưng với tầm giá này cũng k mong đợi quá cao, vì mình chủ yếu cày game, bạn nào có nhu cầu cao về chụp ảnh đẹp thì nên cân nhắc dt này","[[40, 48, 'BATTERY#POSITIVE'], [49, 75, 'PERFORMANCE#POSITIVE'], [77, 117, 'BATTERY#POSITIVE'], [119, 163, 'SCREEN#NEGATIVE'], [165, 183, 'CAMERA#NEUTRAL']]","[('pin trâu', 'BATTERY#POSITIVE'), ('đánh liên quân mượt ko lag', 'PERFORMANCE#POSITIVE'), ('có sạc nhanh, pin xài gần 2 ngày mới hết', 'BATTERY#POSITIVE'), ('xem ytb hay lướt fb màu sắc k đẹp ko sắc nét', 'SCREEN#NEGATIVE'), ('chụp hình cũng tạm', 'CAMERA#NEUTRAL')]"
4511,Nói chung là tuyệt vời mà mua hôm nay pin trâu mượt thì khỏi nói rồi Nv tgdd phục vụ nhiệt tình nè vui vẻ nữa ❤️,"[[0, 22, 'GENERAL#POSITIVE'], [38, 46, 'BATTERY#POSITIVE'], [47, 69, 'PERFORMANCE#POSITIVE'], [69, 109, 'SER&ACC#POSITIVE']]","[('Nói chung là tuyệt vời', 'GENERAL#POSITIVE'), ('pin trâu', 'BATTERY#POSITIVE'), ('mượt thì khỏi nói rồi ', 'PERFORMANCE#POSITIVE'), ('Nv tgdd phục vụ nhiệt tình nè vui vẻ nữa', 'SER&ACC#POSITIVE')]"
4512,Nhân viên tgdd có quá lừa hơi đau đấy.nói là máy này chơi mượt lắm cuối cùng thì hazzz 6g mà cứ tưởng 2g chán.,"[[0, 109, 'SER&ACC#NEGATIVE']]","[('Nhân viên tgdd có quá lừa hơi đau đấy.nói là máy này chơi mượt lắm cuối cùng thì hazzz 6g mà cứ tưởng 2g chán', 'SER&ACC#NEGATIVE')]"
4513,Mik sử dụng tầm 3 tuần tự nhiên 2 ngày nay vân tay k ăn nữa. Mik k làm j hết. Tự nhiên 2 ngày nay cái vân tay lúc ăn lúc k,"[[78, 122, 'FEATURES#NEGATIVE'], [4, 59, 'FEATURES#NEGATIVE']]","[('Tự nhiên 2 ngày nay cái vân tay lúc ăn lúc k', 'FEATURES#NEGATIVE'), ('sử dụng tầm 3 tuần tự nhiên 2 ngày nay vân tay k ăn nữa', 'FEATURES#NEGATIVE')]"
4514,Máy mạnh hơn xưa nhiều. Tầm gia này khi xua máy ko có sạt nhanh giờ có roi rất tiện loi . máy cực kì ổn .,"[[90, 103, 'GENERAL#POSITIVE']]","[('máy cực kì ổn', 'GENERAL#POSITIVE')]"
4515,Tốt nhất ko nên mua. Hãy bị sập nguồn. Tôi đổi máy mới thì mất 10 phần trăm tiền máy. Đổi xong mấy mới cũng bị. Nạn với realme 6i,"[[21, 37, 'PERFORMANCE#NEGATIVE']]","[('Hãy bị sập nguồn', 'PERFORMANCE#NEGATIVE')]"
4516,"Mình mua máy hơn tháng rồi nay mới có mục đánh giá sản phẩm. xài Redmi not4 ,lên not 5 đang xài nghe quảng cáo dữ dội bỏ tiền ra lên em này, tưởng đâu ngon lành ai ngờ kém. Không hơn gì model mình đang xài, lỗi nhiều .tự khởi động máy mấy lần, tốc độ xử lý chậm, cam bình thường, gọi zalo hay messenger để hơi ngược sáng tí là tối om, xem youtube bằng 4g máy nóng như lửa, còn nhiều lỗi khác.... Nói chung thất vọng","[[141, 216, 'SER&ACC#NEGATIVE'], [218, 261, 'PERFORMANCE#NEGATIVE'], [263, 333, 'CAMERA#NEGATIVE'], [335, 371, 'PERFORMANCE#NEGATIVE'], [373, 415, 'GENERAL#NEGATIVE']]","[('tưởng đâu ngon lành ai ngờ kém. Không hơn gì model mình đang xài, lỗi nhiều', 'SER&ACC#NEGATIVE'), ('tự khởi động máy mấy lần, tốc độ xử lý chậm', 'PERFORMANCE#NEGATIVE'), ('cam bình thường, gọi zalo hay messenger để hơi ngược sáng tí là tối om', 'CAMERA#NEGATIVE'), ('xem youtube bằng 4g máy nóng như lửa', 'PERFORMANCE#NEGATIVE'), ('còn nhiều lỗi khác.... Nói chung thất vọng', 'GENERAL#NEGATIVE')]"
4517,Sai lầm khi mua máy này.. xem Youtube chất lượng cao ko có. Tải game chậm.. vì mua góp nên vào bị tư vấn tẩy não nên mua.,"[[0, 23, 'GENERAL#NEGATIVE'], [26, 58, 'SCREEN#NEGATIVE'], [60, 73, 'PERFORMANCE#NEGATIVE'], [79, 120, 'SER&ACC#NEGATIVE']]","[('Sai lầm khi mua máy này', 'GENERAL#NEGATIVE'), ('xem Youtube chất lượng cao ko có', 'SCREEN#NEGATIVE'), ('Tải game chậm', 'PERFORMANCE#NEGATIVE'), ('mua góp nên vào bị tư vấn tẩy não nên mua', 'SER&ACC#NEGATIVE')]"
4518,"Máy dùng tốt mỗi tội bàn phím dùng không quen.hơi khó nhắn tin.nhân viên ĐMX Tam Điệp thân thiện, nhiệt tình.hài lòng","[[0, 12, 'GENERAL#POSITIVE'], [13, 62, 'FEATURES#NEGATIVE'], [63, 117, 'SER&ACC#POSITIVE']]","[('Máy dùng tốt', 'GENERAL#POSITIVE'), ('mỗi tội bàn phím dùng không quen.hơi khó nhắn tin', 'FEATURES#NEGATIVE'), ('nhân viên ĐMX Tam Điệp thân thiện, nhiệt tình.hài lòng', 'SER&ACC#POSITIVE')]"
4519,Máy xài rất ổn. Cho hỏi máy sạc tầm 1 tiếng đầy pin là do sạc nhanh thời gian nó như thế hay pin xó vấn đề ạ,"[[0, 14, 'GENERAL#POSITIVE']]","[('Máy xài rất ổn', 'GENERAL#POSITIVE')]"
4520,"Máy này dùng chip 665 mà chơi Pubg thua cả các loại máy dùng chip 660,màn hình thì chỉ được HD,pin 5000 mà như 3000...nói chung máy này rất tệ,tốt nhất k nên mua","[[0, 69, 'PERFORMANCE#NEGATIVE'], [70, 94, 'SCREEN#NEGATIVE'], [95, 115, 'BATTERY#NEGATIVE'], [118, 161, 'GENERAL#NEGATIVE']]","[('Máy này dùng chip 665 mà chơi Pubg thua cả các loại máy dùng chip 660', 'PERFORMANCE#NEGATIVE'), ('màn hình thì chỉ được HD', 'SCREEN#NEGATIVE'), ('pin 5000 mà như 3000', 'BATTERY#NEGATIVE'), ('nói chung máy này rất tệ,tốt nhất k nên mua', 'GENERAL#NEGATIVE')]"
4521,Rất tốt chơi ff hk hỉu s cod lúc quay quay hoài cái nghĩ quay r láy lại quay tròn típ hk bt mạng íu hay do dt nữa,"[[0, 7, 'GENERAL#POSITIVE'], [8, 84, 'PERFORMANCE#NEGATIVE']]","[('Rất tốt', 'GENERAL#POSITIVE'), ('chơi ff hk hỉu s cod lúc quay quay hoài cái nghĩ quay r láy lại quay tròn tí', 'PERFORMANCE#NEGATIVE')]"
4522,Chơi game lag hàng tệ k nên mua chiến game.,"[[0, 42, 'PERFORMANCE#NEGATIVE']]","[('Chơi game lag hàng tệ k nên mua chiến game', 'PERFORMANCE#NEGATIVE')]"
4523,Mua về sài đước mấy tuần thì số điên thoai lưu cái có cái không gọi Zolo thì tiếng nhỏ,"[[29, 86, 'FEATURES#NEGATIVE']]","[('số điên thoai lưu cái có cái không gọi Zolo thì tiếng nhỏ', 'FEATURES#NEGATIVE')]"
4524,Mình dùng được vào gần 7 tháng thấy ổn chơi pubg với liên quân thấy ok mỗi tội thấy nóng còn máy thì máy thì phải có máy này máy kia nhiều lúc lỗi không rõ nguyên nhân nói chung là mình dùng thấy ổn không có gì đáng chê,"[[31, 38, 'GENERAL#POSITIVE'], [39, 88, 'PERFORMANCE#NEUTRAL'], [168, 219, 'GENERAL#POSITIVE']]","[('thấy ổn', 'GENERAL#POSITIVE'), ('chơi pubg với liên quân thấy ok mỗi tội thấy nóng', 'PERFORMANCE#NEUTRAL'), ('nói chung là mình dùng thấy ổn không có gì đáng chê', 'GENERAL#POSITIVE')]"
4525,"Mình mua từ 16/1/2020, hôm nay là 28/6/2020 mà pin giảm chỉ còn 89% , dùng thì máy nóng rất nhanh mà pin cũng hết nhanh luôn. Tháng đầu dùng k giảm nhưng từ tháng thứ hai trở đi pin giảm liên tục...","[[47, 67, 'BATTERY#NEGATIVE'], [70, 97, 'PERFORMANCE#NEGATIVE'], [101, 195, 'BATTERY#NEGATIVE']]","[('pin giảm chỉ còn 89%', 'BATTERY#NEGATIVE'), ('dùng thì máy nóng rất nhanh', 'PERFORMANCE#NEGATIVE'), ('pin cũng hết nhanh luôn. Tháng đầu dùng k giảm nhưng từ tháng thứ hai trở đi pin giảm liên tục', 'BATTERY#NEGATIVE')]"
4526,mới mua hồi tối không biết chơi có ngon không nữa . điện thoại mới không biết sạc pin như nào đúng cách,[],[]
4527,Máy xài từ lúc ra tới nay rất ok. Trc có xài sam sung mà n chậm rất là chán luôn. Khuyên mn mua con này dùng ngon hơn ss nhìu,"[[0, 32, 'GENERAL#POSITIVE'], [34, 80, 'SER&ACC#NEGATIVE']]","[('Máy xài từ lúc ra tới nay rất ok', 'GENERAL#POSITIVE'), ('Trc có xài sam sung mà n chậm rất là chán luôn', 'SER&ACC#NEGATIVE')]"
4528,Máy dùng được trong tầm giá Camera tạm ổn Pin vừa đủ dùng trong 1 ngày Nhân viên tại TGDĐ phục vụ tận tình chu đáo,"[[0, 27, 'GENERAL#POSITIVE'], [28, 41, 'CAMERA#NEUTRAL'], [42, 70, 'BATTERY#NEUTRAL'], [71, 114, 'SER&ACC#POSITIVE']]","[('Máy dùng được trong tầm giá', 'GENERAL#POSITIVE'), ('Camera tạm ổn', 'CAMERA#NEUTRAL'), ('Pin vừa đủ dùng trong 1 ngày', 'BATTERY#NEUTRAL'), ('Nhân viên tại TGDĐ phục vụ tận tình chu đáo', 'SER&ACC#POSITIVE')]"
4529,Mua được 2 ngày mọi thứ đều ổn cho tới khi ngón tay vô tình đè nhẹ lên chỗ loa trong và camera nốt ruồi thế là cứ nhấn nhẹ chổ đó là màng hình mờ căm và chết cảm ứng. Có ai sài note9s nói riêng và dòng xiaomi nói chung bị giống mình không cho xin 1 cánh tay,"[[16, 30, 'GENERAL#POSITIVE'], [43, 165, 'FEATURES#NEGATIVE']]","[('mọi thứ đều ổn', 'GENERAL#POSITIVE'), ('ngón tay vô tình đè nhẹ lên chỗ loa trong và camera nốt ruồi thế là cứ nhấn nhẹ chổ đó là màng hình mờ căm và chết cảm ứng', 'FEATURES#NEGATIVE')]"
4530,"Điện thoại chạy rất mượt, đáp ứng được nhu cầu chơi game, rất hài lòng về sản phẩm","[[0, 56, 'PERFORMANCE#POSITIVE'], [58, 82, 'GENERAL#POSITIVE']]","[('Điện thoại chạy rất mượt, đáp ứng được nhu cầu chơi game', 'PERFORMANCE#POSITIVE'), ('rất hài lòng về sản phẩm', 'GENERAL#POSITIVE')]"
4531,"Máy dùng khá tốt, pin trâu, màn hình đẹp, thiết kế nam tính. Giá chỉ 3 triệu nhưng không hề thất vọng, Chụp ảnh tạm thôi, video thì chưa thử. Đánh giá 5 sao","[[0, 16, 'PERFORMANCE#POSITIVE'], [18, 26, 'BATTERY#POSITIVE'], [28, 40, 'SCREEN#POSITIVE'], [42, 59, 'DESIGN#POSITIVE'], [61, 76, 'PRICE#NEUTRAL'], [103, 140, 'CAMERA#NEUTRAL'], [83, 101, 'GENERAL#POSITIVE']]","[('Máy dùng khá tốt', 'PERFORMANCE#POSITIVE'), ('pin trâu', 'BATTERY#POSITIVE'), ('màn hình đẹp', 'SCREEN#POSITIVE'), ('thiết kế nam tính', 'DESIGN#POSITIVE'), ('Giá chỉ 3 triệu', 'PRICE#NEUTRAL'), ('Chụp ảnh tạm thôi, video thì chưa thử', 'CAMERA#NEUTRAL'), ('không hề thất vọng', 'GENERAL#POSITIVE')]"
4532,"Tốt! Máy chơi game mượt , chơi liên quân lúc combat 5 người thì ko thấy giật mặc dù bật max cấu hình , chơi PUBG thì quá tốt , pin trâu , sạc nhanh , 1 tiếng đã đầy , chơi game nhiều ko bị nóng máy , nó chỉ ấm, về chụp ảnh thì nó quá nét, đẹp. Nói chung đây là máy tốt","[[5, 124, 'PERFORMANCE#POSITIVE'], [126, 164, 'BATTERY#POSITIVE'], [167, 209, 'PERFORMANCE#POSITIVE'], [215, 242, 'CAMERA#POSITIVE'], [244, 268, 'GENERAL#POSITIVE']]","[('Máy chơi game mượt , chơi liên quân lúc combat 5 người thì ko thấy giật mặc dù bật max cấu hình , chơi PUBG thì quá tốt', 'PERFORMANCE#POSITIVE'), (' pin trâu , sạc nhanh , 1 tiếng đã đầy', 'BATTERY#POSITIVE'), ('chơi game nhiều ko bị nóng máy , nó chỉ ấm', 'PERFORMANCE#POSITIVE'), ('hụp ảnh thì nó quá nét, đẹp', 'CAMERA#POSITIVE'), ('Nói chung đây là máy tốt', 'GENERAL#POSITIVE')]"
4533,"Máy thiết kế đẹp, phin dùng bt thì trâu được 2.5 ngày, chơi game tụt nhanh do màn IPS, 40p tụt 10%. Cam chụp ban ngày đẹp, ban đem chụp kém.","[[4, 16, 'DESIGN#POSITIVE'], [18, 74, 'BATTERY#NEUTRAL'], [87, 98, 'BATTERY#NEUTRAL'], [78, 85, 'SCREEN#NEUTRAL'], [100, 139, 'CAMERA#NEGATIVE']]","[('thiết kế đẹp', 'DESIGN#POSITIVE'), ('phin dùng bt thì trâu được 2.5 ngày, chơi game tụt nhanh', 'BATTERY#NEUTRAL'), ('40p tụt 10%', 'BATTERY#NEUTRAL'), ('màn IPS', 'SCREEN#NEUTRAL'), ('Cam chụp ban ngày đẹp, ban đem chụp kém', 'CAMERA#NEGATIVE')]"
4534,Máy dùng cũng ok. Còn ai hỏi ốp thì mua ốp 5s vừa nhé.mình đã thử rồi vừa luôn..,"[[0, 16, 'GENERAL#NEUTRAL']]","[('Máy dùng cũng ok', 'GENERAL#NEUTRAL')]"
4535,Sp dùng ổn. Pin khỏe camera chụp ảnh đẹp. Rất phù hợp với túi tiền. Nv nhiệt tình,"[[0, 10, 'GENERAL#POSITIVE'], [12, 20, 'BATTERY#POSITIVE'], [21, 40, 'CAMERA#POSITIVE'], [42, 66, 'PRICE#POSITIVE'], [68, 81, 'SER&ACC#POSITIVE']]","[('Sp dùng ổn', 'GENERAL#POSITIVE'), ('Pin khỏe', 'BATTERY#POSITIVE'), ('camera chụp ảnh đẹp', 'CAMERA#POSITIVE'), ('Rất phù hợp với túi tiền', 'PRICE#POSITIVE'), ('Nv nhiệt tình', 'SER&ACC#POSITIVE')]"
4536,Loa tặng kèm sài đc 2 ngày là k kết nối đc. Đồ tặng k bao giờ tốt mà. Quá thất vọng,"[[0, 83, 'SER&ACC#NEGATIVE']]","[('Loa tặng kèm sài đc 2 ngày là k kết nối đc. Đồ tặng k bao giờ tốt mà. Quá thất vọng', 'SER&ACC#NEGATIVE')]"
4537,Snap 460. 4.4 tr đồng. Trong khi cx trong tầm giá đó vsmart live 4 snap 675 . cao hơn rất nhiều. Ủng hộ hàng việt,"[[0, 95, 'PERFORMANCE#NEGATIVE'], [97, 113, 'SER&ACC#POSITIVE']]","[('Snap 460. 4.4 tr đồng. Trong khi cx trong tầm giá đó vsmart live 4 snap 675 . cao hơn rất nhiều', 'PERFORMANCE#NEGATIVE'), ('Ủng hộ hàng việt', 'SER&ACC#POSITIVE')]"
4538,"trải nghiệm tuyệt vời, sản phẩm ưng ý, đáng đồng tiền bát gạo, tiền nào của nấy.","[[0, 21, 'PERFORMANCE#POSITIVE'], [23, 61, 'GENERAL#POSITIVE']]","[('trải nghiệm tuyệt vời', 'PERFORMANCE#POSITIVE'), ('sản phẩm ưng ý, đáng đồng tiền bát gạo', 'GENERAL#POSITIVE')]"
4539,Người Việt dùng hàng Việt. Nhưng có chút thất vọng.,"[[33, 50, 'GENERAL#NEGATIVE']]","[('có chút thất vọng', 'GENERAL#NEGATIVE')]"
4540,Sản phẩm cực tốt . pin trâu . hàng iphone không bao giờ rớt giá . xài yên tâm với hệ điều hành cực mượt . chơi game sướng,"[[0, 16, 'GENERAL#POSITIVE'], [19, 27, 'BATTERY#POSITIVE'], [30, 63, 'SER&ACC#POSITIVE'], [66, 121, 'PERFORMANCE#POSITIVE']]","[('Sản phẩm cực tốt', 'GENERAL#POSITIVE'), ('pin trâu', 'BATTERY#POSITIVE'), ('hàng iphone không bao giờ rớt giá', 'SER&ACC#POSITIVE'), ('xài yên tâm với hệ điều hành cực mượt . chơi game sướng', 'PERFORMANCE#POSITIVE')]"
4541,"Sản phẩm tuyệt vời, nhân viên hỗ trợ hết mình, máy nhanh mượt, màu vàng mới sang trọng","[[0, 18, 'GENERAL#POSITIVE'], [20, 45, 'SER&ACC#POSITIVE'], [47, 61, 'PERFORMANCE#POSITIVE'], [63, 86, 'DESIGN#POSITIVE']]","[('Sản phẩm tuyệt vời', 'GENERAL#POSITIVE'), ('nhân viên hỗ trợ hết mình', 'SER&ACC#POSITIVE'), ('máy nhanh mượt', 'PERFORMANCE#POSITIVE'), ('màu vàng mới sang trọng', 'DESIGN#POSITIVE')]"
4542,"Xài OK. Camera ko đủ ánh sáng chụp ko đc đẹp. Pin xài mới 2 tuần chỉ còn 98%. Xài wf thì chỉ đc 4,5 tiếng chỉ bằng con ip6 thôi. Thất vọng về pin quá.","[[0, 6, 'GENERAL#POSITIVE'], [8, 44, 'CAMERA#NEGATIVE'], [46, 105, 'BATTERY#NEGATIVE'], [129, 149, 'BATTERY#NEGATIVE']]","[('Xài OK', 'GENERAL#POSITIVE'), ('Camera ko đủ ánh sáng chụp ko đc đẹp', 'CAMERA#NEGATIVE'), ('Pin xài mới 2 tuần chỉ còn 98%. Xài wf thì chỉ đc 4,5 tiếng', 'BATTERY#NEGATIVE'), ('Thất vọng về pin quá', 'BATTERY#NEGATIVE')]"
4543,"realme 5i mọi thứ đều ok, mỗi điểm trừ là nghe gọi kém, nc trog game còn nghe nói ko rõ. ko biết là máy mình bị lỗi hay con nào cũng vậy nữa?","[[0, 24, 'GENERAL#POSITIVE'], [42, 87, 'FEATURES#NEGATIVE']]","[('realme 5i mọi thứ đều ok', 'GENERAL#POSITIVE'), ('nghe gọi kém, nc trog game còn nghe nói ko rõ', 'FEATURES#NEGATIVE')]"
4544,sài đc 1 tuần cảm thấy ok rất tốt trong tầm giá.chơi game auto mượt pin cực trâu. Nói chung sản phẩm quá tốt trong tầm phân khúc giá. Các bạn nên mua sản phẩm này.,"[[14, 33, 'GENERAL#POSITIVE'], [48, 67, 'PERFORMANCE#POSITIVE'], [68, 80, 'BATTERY#POSITIVE'], [82, 108, 'GENERAL#POSITIVE']]","[('cảm thấy ok rất tốt', 'GENERAL#POSITIVE'), ('chơi game auto mượt', 'PERFORMANCE#POSITIVE'), ('pin cực trâu', 'BATTERY#POSITIVE'), ('Nói chung sản phẩm quá tốt', 'GENERAL#POSITIVE')]"
4545,"Sau 3 ngày sử dụng điện thoại mượt pin không được trâu như mong đợi, cấu hình cũng mạnh có đều sạc lâu nhân viên tư vấn rất nhiệt tình","[[10, 34, 'PERFORMANCE#POSITIVE'], [34, 67, 'BATTERY#NEGATIVE'], [69, 87, 'PERFORMANCE#POSITIVE'], [103, 134, 'SER&ACC#POSITIVE'], [95, 102, 'BATTERY#NEGATIVE']]","[(' sử dụng điện thoại mượt', 'PERFORMANCE#POSITIVE'), (' pin không được trâu như mong đợi', 'BATTERY#NEGATIVE'), ('cấu hình cũng mạnh', 'PERFORMANCE#POSITIVE'), ('nhân viên tư vấn rất nhiệt tình', 'SER&ACC#POSITIVE'), ('sạc lâu', 'BATTERY#NEGATIVE')]"
4546,"Pin tụt nhanh quá, từ 1h sáng đến 6h sáng để không, khong mở mạng mà tụt gần 10%, như vậy có bị lỗi gì k ạ,","[[0, 80, 'BATTERY#NEGATIVE']]","[('Pin tụt nhanh quá, từ 1h sáng đến 6h sáng để không, khong mở mạng mà tụt gần 10%', 'BATTERY#NEGATIVE')]"
4547,Trong tầm giá này thì máy hãng khác thua xa về cấu hình pin trâu camera đẹp và mới cập nhật sửa lỗi về phần loa ngoài giá như này máy này là bá chủ rồi,"[[47, 55, 'PERFORMANCE#POSITIVE'], [56, 64, 'BATTERY#POSITIVE'], [65, 75, 'CAMERA#POSITIVE'], [130, 151, 'GENERAL#POSITIVE'], [79, 117, 'FEATURES#POSITIVE']]","[('cấu hình', 'PERFORMANCE#POSITIVE'), ('pin trâu', 'BATTERY#POSITIVE'), ('camera đẹp', 'CAMERA#POSITIVE'), ('máy này là bá chủ rồi', 'GENERAL#POSITIVE'), ('mới cập nhật sửa lỗi về phần loa ngoài', 'FEATURES#POSITIVE')]"
